,Unnamed: 0,journalname,pmid,text,response
8888,103767,BMC cancer,18471323,isoflavone prostatespecific antigen recurrent previous therapy dietary intervention isoflavone supplementation biologic activity men biochemical recurrent shown decline slope psa lend support literature nutritional supplements biologic activity therefore encouraged within mixed regression model estimated psa entry month period specifically slope psa entry entry slope psa entry entry remaining change slope statistically insignificant nearly thirds noted free equol serum therapy twenty rising psa prior therapy enrolled openlabeled nonrandomized soy milk containing isoflavonoid oz serving times serum psa testosterone lipids isoflavone genistein daidzein equol life qol measured various points psa exist demonstrate potent antiproliferative efficacy isoflavone psa recurrent prior therapy postulated isoflavone therapy would slow rise serum psa adenocarcinoma dietary supplements equol genistein isoflavones polymorphism genetic prostatespecific antigen prostatic life receptors androgen isoflavones receptors androgen equol daidzein genistein prostatespecific antigen,1
8975,107945,Oncology nursing forum,18321834,animalassisted activity mood fatigue selfperceived health sense coherence warrants replication larger sample determine applicability animalassisted activity undergoing radiation therapy identify extent animalassisted activity ie visits dog affects mood selfperceived health sense coherence undergoing radiation therapy pretestposttest within groups radiation oncology units hospitals midsized midwestern city undergoing nonpalliative radiation therapy giving informed consent participants randomly assigned receive dog visits visits quiet reading sessions fourweek period statistically differences others receiving dog visits viewed health improved fourweek period participants described activities beneficial primarily useful basis planning additional research want express benefit animalassisted activity dog visits visits measureable nurses assess extent believe visits beneficial asking visits valued helping relieve anxiety distractions therapy adaptation psychological affect animals animals domestic dogs fatigue oncology nursing self concept,1
8977,108135,Palliative medicine,12046996,patientheld records palliative care trialt provides base widespread promotion phrs although projects committed clinicians prove popular could identify improvement provision information satisfaction information provided outpatient doctors gps practice community nurses hospice palliative home care staff perception communication staff involved care phrs excellent good phr made information passing health professionals degree family involvement record benefit prospectively introduction patientheld record phr management palliative care needs parallel group postal survey opinions health professionals whose phr outpatient oncology centres glasgow edinburgh hospice homecare services across central belt scotland recruited either oncology outpatient clinics hospice homecare services interview completed receive phr later phr interviewed health professionals caring known phr replied postal questionnaire subjective views satisfaction communication perception communication health care professionals determined structured interview attitude health personnel communication medical records palliative care satisfaction professionalpatient relations scotland,1
9216,109039,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,8410128,dietary counseling food intake body weight life undergoing chemotherapy examined frequent nutritional counseling oral intake body weight life smallcell ovary undergoing cyclic chemotherapy dietary counseling daily energy intake approximately mj protein intake entire period change group counseling led insignificant increase body weight triceps skinfold measurement differ groups life measured qualityoflife index qlindex groups differ groups assessable receive nutritional counseling receive nutritional counseling consumption ad lib oral intake intervention group counseled achieve daily energy protein intake according recommended dietary allowances counseling standardized trained dietitian took place twice monthly month period start chemotherapy benefit could demonstrated despite longterm continuous improved food intake solid undergoing aggressive chemotherapy anthropometry antineoplastic combined chemotherapy body weight cachexia eating nutrition assessment nutritional sciences education topic life,1
9562,109862,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,9060535,doubleblind efficacy polycarbophilbased vaginal moisturizer replens appear substantially ameliorate vaginal dryness dyspareunia survivors assessable provided wellbalanced groups average vaginal dryness decreased replens groups average dyspareunia scores improved crossover indicated bulk beneficial appeared within remained constant thereafter treatments relatively tolerated doubleblind crossover developed replens columbia research laboratories rockville centre ny followed week washout period followed lubricating product vice versa weekly patientcompleted diaries measuring efficacies toxicities therapy vaginal dryness dyspareunia estrogendepletion symptoms affect many survivors present developed nonhormonal vaginal lubricating preparation replens alleviating symptoms crossover doubleblind method dyspareunia lubrication vagina vaginal creams foams jellies vaginal creams foams jellies,1
9616,109998,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,9817287,efficacy shark cartilage ten lost followupltfu refused rft week evaluation assessable stable ltfu rft thereafter fully assessable five taken gastrointestinal intolerance sc progressive pd occurred five five died pd undergoing sc therapy crs partial responses prs noted entire population ten assessable intenttotreat stable sd subset factg scores improved unchanged declined twentyone eight seven six recorded gastroenterologic nausea vomiting constipation conditions sc agent inactive advancedstage salutary life sd similar supportive care alone sixty previously eight nonhodgkin brain unknown enrolled eligibility criteria confirmation diagnosis resistance conventional therapy objective measurable life expectancy greater eastern cooperative oncology group ecog performance recent concomitant anticancer therapy prior sc informed consent underwent evaluation extent qualityoflife score functional assessment therapygeneral factg scale hematologic biochemical selected immune function sc therapy sc gkg daily orally divided doses criteria chronic inflammatory disorders shark cartilage sc preparations many preclinical support beneficial scanty reports anecdotal proposed mechanisms antitumor action include direct indirect inhibition angiogenesis emerging sc alternative conventional therapy launched efficacy sc adolescent animals antineoplastic cartilage complementary therapies evaluation topic life sharks antineoplastic,1
9743,110261,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,10458255,implementing guidelines management symptom management integral part practice oncology guidelines developed assist clinician optimizing comfort care implemented guidelines management community setting whether guidelines improved care guideline implementation supports algorithmic decision making management findings suggest comprehensive assessment evidencebased analgesic decisionmaking processes enhance usual algorithm group achieved statistically reduction usual intensity measured slope scores community practice concurrent chemotherapy adherence mediators worst differences symptoms life groups eightyone enrolled onto longitudinal outpatient clinic settings western washingtonarea medical oncologists multilevel algorithm agency health care policy research guidelines management standardpractice symptom management therapies community oncologists interest brief inventory secondary interest symptoms memorial symptom assessment scale life functional assessment therapy scale algorithms ambulatory care analgesics opioid antineoplastic longitudinal measurement compliance practice guidelines topic life analgesics opioid antineoplastic,1
10001,110857,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,11251015,oral green tea extract solid gm qd gm tid explored studied cohorts administered oral gte water meals times daily maximum depending tolerance pharmacokinetic analyses encouraged optional designed determine maximumtolerated pharmacology oral green tea extract gte daily times daily gm tid equivalent japanese cups green tea times daily recommended future side preparation gte caffeine oral gte doses studied taken safely least zubrod ps ps nonsmallcell head neck mesothelioma six mild moderate toxicities seen promptly reversed discontinuation gte doselimiting toxicities caffeine neurologic gastrointestinal maximumtolerated gm daily gm times daily major responses occurred stable completed gte pharmacokinetic analyses accumulation caffeine dependent whereas epigallocatechin gallate accumulate appear administration oral caffeine doseresponse relationship drug drugs chinese herbal pharmacokinetics phytotherapy tea drugs chinese herbal tea caffeine,1
10167,111254,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,12721240,doubleblind glutamine prevention diarrhea receiving pelvic radiation therapy enrolled institutions february october eligible glutamine orally twice beginning second rt continuing rt weekly bowel function questionnaire administered measures efficacy diarrhea measured maximum diarrhea diarrhea average diarrhea score completion rt bowel function questionnaire administered weekly measured national institute common criteria beneficial glutamine pelvic rt arms balanced respect differences qualityoflife scores problems bowel function questionnaire virtually identical groups diarrhea glutamine maximum stools glutamine doubleblind north central group determine efficacy oral glutamine prevention diarrhea receiving pelvic radiation therapy rt adenocarcinoma administration oral squamous diarrhea doubleblind method glutamine pelvic pelvis placebos life radiotherapy placebos glutamine,1
10284,111549,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,15611506,education underserved minority physicians underestimated intensity provided inadequate analgesics sample although ratings intensity interference decreased groups statistically groups education affect life perceived functional african american education group decrease worst ratings followup although decrease maintained subsequent assessments ninetyseven underserved african american hispanic outpatients cancerrelated enrolled onto management education education group culturespecific video booklet management group video booklet nutrition research nurse met materials measured changes intensity painrelated interference intervention changes life perceived functional analgesics physician assessments previous african american hispanic risk undertreatment efficacy education intervention underserved minority brief education limited impact underserved minority suggesting intensive education interventions physicians needed african americans analgesics cultural characteristics hispanic americans medically underserved area nutritional physiological phenomena management education topic life risk analgesics,1
10291,111563,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,15084618,calendula officinalis trolamine prevention dermatitis irradiation occurrence dermatitis v calendula trolamine moreover receiving calendula less frequent interruption radiotherapy reduced radiationinduced calendula considered difficult apply selfassessed satisfaction greater body mass index adjuvant chemotherapy radiotherapy lumpectomy prognostic dermatitis calendula highly prevention dermatitis proposed undergoing irradiation effectiveness nonsteroid topical prevention dermatitis adjuvant radiotherapy demonstrated goal compare effectiveness calendula pommade au calendula par digestion boiron ltd levalloisperret france trolamine biafine genmedix ltd france considered many institutions reference topical agent july june operated receive radiation therapy randomly allocated application either trolamine calendula irradiated fields session end point occurrence dermatitis prognostic modalities characteristics investigated secondary end points occurrence quantity topical agent satisfaction administration topical adolescent calendula combined modality therapy ethanolamines ointments plant extracts radiation injuries radiodermatitis radiotherapy adjuvant ethanolamines ointments plant extracts triethanolamine,1
10458,111911,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,16702582,weight training lymphedema survivors none interventiongroup participants experienced change circumferences month exercise intervention selfreported diagnosis lymphedema symptom changes vary intervention largest examine associations exercise lymphedema survivors support hypotheses month intervention resistance exercise increase risk exacerbate symptoms lymphedema herald need start reevaluating common guidelines survivors avoid upper body resistance activity fear increasing risk lymphedema participants average old posttreatment axillary dissection part thirteen prevalent lymphedema intervention twiceaweek weight training period lymphedema monitored measuring circumference selfreport symptoms diagnosis lymphedema common condition survivors face despite lack supporting observational occupational leisure physical activity feared possible risk lymphedema onset exacerbation examined supervised upper lowerbody weight training symptoms lymphedema survivors participated weight training survivors combined modality therapy exercise lymph node excision lymphedema risk survivors weight lifting,1
10525,112035,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,15718325,psychoeducational intervention cutaneous malignant melanoma replication intervention malignant melanoma decrease psychological distress coping capacity intervention enhanced later applied similar intervention modifications danish malignant melanoma immediate longterm psychological distress coping capacity cutaneous malignant melanoma randomly assigned intervention group intervention group offered six weekly sessions psychoeducation consisting health education enhancement problemsolving skills stress management psychological support participants random assignment surgery analyses main intervention analyses covariance intervention group less fatigue greater vigor mood disturbance controls activebehavioral activecognitive coping group improvements followup findings support earlier intervention malignant melanoma indicate psychoeducational group intervention decrease psychological distress enhance coping short term relevance obvious adaptation psychological melanoma mood disorders education topic psychological tests psychotherapy group skin social support stress psychological,1
10633,112285,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,16446335,impacting life structured multidisciplinary intervention although intervention participants maintained actually improved qol radiation therapy participants experienced decrease qol thus structured multidisciplinary intervention help maintain even improve qol undergoing goal feasibility effectiveness structured multidisciplinary intervention targeted maintain life qol comprehensive psychosocial distress undergoing radiation therapy advancedstage participants qol week maintained intervention whereas qol week decreased group change reflected point increase intervention group point decrease group intervention participants maintained qol controls gradually returned end month followup period radiation therapy estimated randomly assigned either eightsession structured multidisciplinary intervention care eight minute sessions addressed five domains qol cognitive physical emotional spiritual social functioning end point maintaining qol singleitem linear analog scale linear analog scale assessment modified spitzer uniscale qol week end multidisciplinary intervention week week activities daily living cognition emotions feasibility care team life role spirituality surveys questionnaires,1
10864,115030,Nutrition and cancer,10453446,consumption green tea causes rapid increase plasma antioxidant power green tea contains polyphenolic antioxidants shown anticarcinogenic properties animal vitro experimental current regarding absorption bioavailability tea antioxidants conflicting plasma urine antioxidant power ingestion green tea measured ferric reducingantioxidant power frap assay us patent pending assess absorption systemic distribution renal excretion green tea antioxidants healthy adults absorption green tea antioxidants rapid peak increase plasma frap around ingestion increase se mumoll excretion polyphenolic antioxidants fast peaking correlation urinary frap values urinary phenolic concentrations r increase plasma urine frap values seen intake water although amount antioxidants absorbed relatively increase plasma antioxidant power short duration demonstrate potentially anticarcinogenic polyphenolic antioxidants green tea enter systemic circulation soon ingestion cause increase plasma antioxidant increase turn oxidative damage dna decrease risk variance antioxidants area curve colorimetry creatinine crossover fasting phenols reference values tea antioxidants phenols tea creatinine,1
10865,115031,Nutrition and cancer,10578479,soy intake sex hormone metabolism premenopausal suggest phytoestrogens soy products impart hormonal protect limited research suggests intake soy products high isoflavonoid phytoestrogens affects sex hormone metabolism unknown whether phytoestrogens soy menstrual function serum sex hormones common hormone therapies oral contraceptives oc studied soy premenopausal oc subjects consumed normal diet menstrual added soy beverage containing protein isoflavones usual diet another menstrual differences serum estrone estradiol sex hormonebinding globulin dehydroepiandrosterone sulfate prolactin progesterone concentrations soy feeding nonoc oc group changes menstrual cycle length urinary estrogen metabolite hydroxyestrone alphahydroxyestrone seen soy feeding nonoc oc group urinary estrogen metabolites different nonoc oc group thus soy consumption menstrual cycle serum sex hormones urinary estrogen metabolite premenopausal oc nonoc users adolescent crossover estrogens nonsteroidal gonadal steroid hormones isoflavones linear models phytoestrogens plant preparations premenopause soybeans estrogens nonsteroidal gonadal steroid hormones isoflavones phytoestrogens plant preparations,1
10866,115041,Nutrition and cancer,11962245,comparison dietary assessment methods lowfat dietary intervention program food frequency questionnaire ffq commonly utilized assessment dietary fat intake validity individuals following lowfat diet unclear agreement nutrient estimates derived ffq h recall food records obtained participants lowfat dietary intervention elevated risk comparisons made calories percent calories fat fat yr correlation methods null hypothesis agreement instruments methodology null hypothesis instruments agreement methods ffq estimates lowfat diet correlated records percent calories fat r whereas recall record estimates correlated dietary variables new method correlation ffq either recalls records following lowfat diet correlation recall record estimates calories r traditional correlation testing overestimate extent agreement dietary instruments lowfat diet empirical support nontraditional method diet records dietary fats energy intake mental recall regression risk surveys questionnaires dietary fats,1
10870,115060,Nutrition and cancer,15749623,hormonal diets high soy animal protein isoflavones moderately hypercholesterolemic subjects consumption soy protein altered risk developing endocrineregulated cancers designed assess independent soy relative animal protein soyderived isoflavones circulating estrogen androgen concentrations postmenopausal older men fortytwo subjects yr lowdensity lipoprotein cholesterol mmoll fed diets order wkphase food drink provided diets contained soy common sources animal protein mj containing trace isoflavones mj end diet concentrations estrone sulfate estrone estradiol testosterone androstendione dihydrotestosterone dehydroepiandrosterone dehydroepiandrosterone sulfate measured postmenopausal concentrations estrone precursor dehydroepiandrosterone consuming soy animal protein diets isoflavones hormones measured older men dehydroepiandrosterone sulfate concentrations consuming isoflavone soy animal protein diets suggest relatively large amounts soy protein soyderived isoflavones modest limited sexspecific circulating hormone androgens animals crossover dietary proteins estrogens hypercholesterolemia isoflavones lipids postmenopause sex soybean proteins androgens dietary proteins estrogens isoflavones lipids soybean proteins,1
10878,115146,The Journal of clinical endocrinology and metabolism,15001611,phytoestrogens turnover postmenopausal history high phytoestrogen intake asian thought explain risk fractures populations placebocontrolled studied isoflavonoids urinary output nterminal crosslinked telopeptide type collagen pyridinoline pyr deoxypyridinoline dpyr resorption markers serum bonespecific alkaline phosphatase nterminal cterminal procollagen type formation markers fiftyfive postmenopausal history phytoestrogens isoflavonoids tablets daily regimens crossed month washout period markers measured last period resorption reduced phytoestrogen reflected falls urinary output pyr dpyr group fall dpyr falls pyr nterminal crosslinked telopeptide type collagen trend toward significance formation markers affected regimen thus isoflavonoidinduced inhibition resorption contribute risk osteoporosis asian remodeling crossover hot flashes isoflavones osteoporosis postmenopausal phytoestrogens plant preparations postmenopause risk isoflavones phytoestrogens plant preparations,1
11030,117120,Journal of medical screening,16417695,improving uptake cervical screening prolonged history nonattendance screening enhanced invitation methods costeffectiveness identified routine nhs screening records smear least randomly allocated receive telephone call nurse letter wellknown celebrity claire rayner letter nhs cervical screening commissioner uptake screening measured routine attributed interventions occurring within uptake group costs carrying interventions noted perspective nhs costeffectiveness cost additional attender calculated neither telephone call nurse letter celebrity encourage attendance cervical screening costeffective prolonged history nonparticipation screening programme letter cervical screening programme commissioner resulted nonsignificant increase uptake cost ease implementation intervention supports research routine practice uptake following interventions telephone call celebrity letter commissioner letter group differences groups telephone intervention possible quarter whose numbers unlisted telephone intervention expensive least interventions commissioner letter yielded additional attender within incremental cost pounds taking action compare effectiveness costeffectiveness methods inviting long history nonattendance undergo cervical screening costbenefit mass screening acceptance health care persuasive communication reminder systems state medicine refusal united kingdom uterine cervical vaginal smears,1
11060,117545,Medical science monitor : international medical journal of experimental and clinical research,29735975,efficacy acupuncture therapy chemotherapyrelated cognitive impairment background chemotherapy cause chemotherapyrelated cognitive impairment crci efficacy traditional chinese medicine acupuncture therapy relieving crci impact serum brainderived neurotrophic bdnf material methods eighty randomly divided group group group group following acupuncture points baihui du sishencong exhn shenting du zusanli st taixi k dazhong k juegu gb cognitive function functional assessment cognition test factcog version auditoryverbal learning test avlt verbal fluency test vft symbol digit modality test sdmt clockdrawing test cdt trailmaking test part tmtb addition serum bdnf measured correlations change bdnf cognitive function analyzed crci ameliorated acupuncture group scores factcog avltrecognition cdt assessments addition serum bdnf acupuncture iti ipi moreover bdnf positively correlated score factcog avltrecognition cdt iri group statistically measures period conclusions acupuncture therapy crci mechanism increase bdnf acupuncture methods brainderived neurotrophic chemical synthesis mild cognitive impairment acupuncture therapy antineoplastic brainderived neurotrophic cognitive dysfunction demography neuropsychological tests antineoplastic brainderived neurotrophic bdnf protein,1
11097,117995,Annals of family medicine,17389534,education screening involvement decision making many clinicians lack resources engage shared decision making screening sought whether previsit educational decision aids facilitate shared decision making decision aid groups informed engaged screening decision counterparts exposure promote shared decisionmaking whether shared decision making ideal model measure occurrence subjects research men participated brochure web site exposed either aid likely report collaborative decision group equally sharing decision responsibility exposure either decision aid involvement decision making condition web site brochure active decisionmaking role web site brochure exposed decision aid answered greater percentage knowledge questions correctly web site brochure less likely screened web site brochure webbased paperbased decision aid previsit education men undergoing health maintenance examination large family practice enrolled patientreported decision screened secondary frequency screening knowledge decisional conflict spent discussing screening attitude health personnel decision making decision support techniques internalexternal internet mass screening paper education topic participation prostatic,1
11106,120308,PloS one,29723235,anma therapy japanese massage healthrelated life gynecologic survivors anma therapy japanese massage therapy amt reduces severity physical complaints survivors gynecologic whether reduction severity accompanied improvement healthrelated life unknown amt improved healthrelated life gynecologic survivors amt potential benefit applications oncology forty survivors gynecologic randomly allocated either amt group amt session week noamt group prospectively measured life japanese version european organization research qlqc version eortc qlqc week followup qlqc hospital anxiety depression scale hads profile mood states poms measure adjustment prespecified prospectively qlqc global health life improvement amt group noamt group estimated reached minimal clinically important points points scores fatigue insomnia improvement amt group noamt group betweengroup improvements hads anxiety depression scales pomsassessed angerhostility improvement amt group noamt group affect anxiety depression fatigue genital japan massage life sleep initiation maintenance disorders surveys questionnaires survivors,1
11179,120956,"Medical oncology (Northwood, London, England)",17303914,prevention chemotherapyinduced neutropenia special honey intake febrile neutropenia serious side chemotherapy colonystimulating csfs secondary neutropenia csfs expensive accompanied side current lifemel honey lmh administered prevent neutropenia reduce need csfs chemotherapy thirty receiving chemotherapy neutropenia csfs repeated chemotherapy schedule addition lmh count weekly neutropenia lmh intake need csfs eighteen lmh developed neutropenia csfs hemoglobin remained gdl lmh intake thrombocytopenia eight improvement life lmh high risk developing neutropenia result chemotherapy decreases risk pancytopenia need csfs lmh inexpensive side easy administer antineoplastic colonystimulating honey neutropenia antineoplastic colonystimulating,1
11326,123741,American journal of public health,17329652,lay health worker outreach mediabased education promoting cervical screening vietnamese american sought promote cervical screening vietnamese american santa clara county calif recruited vietnamese american groups lay health worker outreach mediabased education combined intervention mediabased education lay health workers met combined intervention group twice promote papanicolaou pap testing questionnaires measure changes awareness knowledge pap testing testing combined intervention mediaonly groups combined intervention group never previously screened combined intervention group mediaonly group obtained tests combined intervention group obtained pap test obtained became uptodate mediaonly group combined intervention motivated vietnamese american obtain pap tests become uptodate media education alone asian americans california community health workers communityinstitutional relations health education health knowledge attitudes practice mass media mass screening papanicolaou test acceptance health care program evaluation surveys questionnaires uterine cervical vaginal smears vietnam health,1
11393,124509,Anticancer research,29599363,ω fatty acid supplementation bile duct pancreatic undergoing chemotherapy omega fatty acid supplementation unresectable pancreatic bile duct improve cachexia omega fatty acids improve cachexia pancreatic bile duct pancreatic commonly suffer exocrine pancreatic insufficiency ingestion digestive enzyme supplements improve absorption racol enteral nutrient formulated omega fatty acids administered unresectable pancreatic bile duct skeletal muscle mass test taken preadministration pancreatic given digestive enzyme supplement lipacreon fifth week start administration skeletal muscle mass start administration preadministration biliarypancreatic cachexia omega fatty acids albumins antineoplastic combined chemotherapy bile duct cachexia camptothecin combined modality therapy deoxycytidine dietary supplements drug combinations fatty acids omega fluorouracil leucovorin nutritional support organoplatinum compounds oxonic acid paclitaxel pancreatic pyridines tegafur nm albuminbound paclitaxel albumins drug combinations fatty acids omega organoplatinum compounds pyridines tegafurgimeraciloteracil deoxycytidine tegafur oxonic acid gemcitabine paclitaxel leucovorin fluorouracil camptothecin,1
11404,124766,Asian Pacific journal of cancer prevention : APJCP,29801402,peer leaders phone prompts implications practice care college students background compliance selfexamination bse guidelines helps detect increasing physical activity decreases risk finding ways initiate maintain behavior youth therefore important aimed determine health promotion education interventions knowledge attitude care practice bse physical activity college students materials methods students ten colleges underwent kinds health education strategies namely traditional health education program thep tapping peer leaders mobile phone prompts pphep improvement knowledge attitude shown groups group interventions equally practice bse maintenance recommended physical activity conclusion increase knowledge attitude care practice bse improvement exercise thep pphep interventions health education peers mobile phone prompts offers alternative way promoting bse acceptable exercise selfexamination knowledge mobile phone prompts selfexamination casecontrol phone followup health education health knowledge attitudes practice health promotion peer group students universities,1
11686,129822,"International journal of radiation oncology, biology, physics",10348277,psychoeducational group increases vaginal dilation younger reduces sexual fears ages gynecological radiotherapy younger attending experimental program likely follow recommendations vaginal dilation intervention regardless experimental intervention less fear sex older experimental intervention gained sexual knowledge experimental intervention improved global sexual health provide effectiveness increasing vaginal dilation following radiotherapy gynecological reducing fears sex particularly younger unlikely follow recommendation dilate unless given assistance overcoming fears taught behavioral skills thirtytwo cervical endometrial radiotherapy either experimental group program intervention consisted written information brief counseling measures global sexual health knowledge sexuality fears sexuality vaginal dilation compliance radiotherapy gynecological sexual dysfunction established regular vaginal dilation widely recommended way maintain vaginal health good sexual functioning compliance recommendation purpose test effectiveness group psychoeducational program informationmotivationbehavioral skills model behavior change increasing compliance variance coitus dilatation dyspareunia endometrial fear longitudinal compliance education topic program evaluation radiation injuries uterine cervical vagina,1
11692,129834,Cancer practice,10352065,increasing mammography practice african american examines effectiveness witness project culturally competent education program trains survivors promote detection selfexamination mammography population rural underserved african american demonstrate intensive communitybased culturally sensitive educational programming incorporating spiritual environment faith community witness project positively influence screening behaviors rural underserved african american community churches survivors screening activities improved population witness project participants practice selfexamination mammography counties setting witness projectan intensive communitybased culturally sensitive educational program incorporates spirituality faithwas african american church month followup surveys obtained african american intervention counties african american counties rural mississippi river delta region arkansas african americans arkansas community health workers health education health knowledge attitudes practice mammography medically underserved area pastoral care acceptance health care program evaluation rural health survivors,1
11804,130658,Zhonghua zhong liu za zhi [Chinese journal of oncology],29502373,precision nutrition therapy recovery gastric neoadjuvant chemotherapy precision nutrition therapy improve nutritional shortterm agc nc indirect energy determination neoadjuvant therapy nutrition therapy stomach albumins body mass index creactive protein calcitonin energy intake energy metabolism hospitalization lymphocyte count neoadjuvant therapy nutrition assessment nutrition therapy nutritional care recovery function stomach albumins calcitonin creactive protein,1
11817,130968,Image--the journal of nursing scholarship,10380385,home care psychosocial collected structured interviews administered discharge approximately later psychosocial measured caregiver reaction assessment cesdepression scale repeatedmeasures variance psychosocial measure ie interview group caregiver physical problem examine changes psychosocial caregivers postsurgical affected whether caregivers physical problems whether home care intervention many area date sufficient measurement points identify fluctuations psychosocial addition many caregiver health rather predictor longitudinal sample caregivers large university hospital northeastern united states half randomly assigned receive standardized homecare nursing intervention population interest caregivers diagnosed solidtumor within past older hospitalized surgical expected live least complex problem hospital discharge caregivers living discharge people caregivers physical problems risk psychologic morbidity delayed onset delay reflect replacement initial optimism discouragement reality longterm illness sets home care create situation caregivers required confront realities longterm caregiving quickly cutting short initial optimism preparing come psychosocial improved caregivers physical problems psychosocial group declined groups discharge opposite pattern following variance caregivers depression interviews topic longitudinal period,1
12053,133412,American journal of health promotion : AJHP,17375492,impact intervention cancerrelated health behaviors workingclass multiethnic community health center bivariate multivariate associations intervention change health behaviors examined components clinician endorsement inperson counseling session telephone counseling sessions trained health advisor socialcontextual tailored materials residing lowincome workingclass multiethnic neighborhoods community health centers massachusetts findings indicate future examine content length contacts needed behavior change suggest health centers channel reaching diverse populations shown high intervention implementation intervention six possible intervention components completed participant changes fruit vegetable consumption red meat consumption physical activity multivitamin intake month followup sample determined examine relationship intervention health behavior change healthy directionshealth centers intervention designed reduce risk design intervention condition participant multivariate intervention increase multivitamin intake approached significance seventy percent participants completed intervention activities bivariate completion telephone counseling calls decrease red meat consumption community health services counseling diet ethnic groups health behavior health promotion motor activity poverty process assessment health care,1
12152,133830,Atherosclerosis,10488974,longterm betacarotene vitamin serum cholesterol triglyceride participants carotene retinol efficacy caret triglyceride hdl ldl cholesterol similar groups intervention nonsignificant increase serum triglyceride active group hdl ldl cholesterol stopping intervention decrease triglyceride active intervention group change parameters convenience sample caret participants active nonsignificant increase serum triglyceride intervention decrease serum triglyceride intervention discontinued changes hdl cholesterol noted argue major contribution treatmentinduced changes serum lipid lipoprotein cardiovascular mortality active group serum triglyceride highdensity lipoprotein hdl lowdensity lipoprotein ldl cholesterol determined subgroup caret participants midtrial available participants active serially followed termination carotene retinol efficacy chemoprevention caret ended prematurely due unexpected findings active group combination betacarotene iu retinyl palmitate mortality cardiovascular mortality designed caret intervention halted longterm supplementation betacarotene retinol serum triglyceride cholesterol attempt explore possible explanations caret result cardiovascular diseases cholesterol cholesterol hdl cholesterol ldl chromatography high pressure liquid followup triglycerides vitamin beta carotene cholesterol hdl cholesterol ldl triglycerides beta carotene vitamin cholesterol,1
12267,134609,"Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",10566550,vitamin intervention relationship gstm smoking risk smokers gstm glutathione stransferase mu null genotype suspected increasing susceptibility tobacco smoke carcinogens impaired carcinogen detoxification interested whether differences susceptibility smoking within gstm genotypes impact antioxidant supplementation purpose nested casecontrol role gstm within alphatocopherol betacarotene prevention gstm genotype determined controls pcrbased approach gstm independent risk modifier smoking logistic regression analyses gstm null genotype unrelated risk odds modified smoking suggestion stronger smoking gstm null genotype differences gstm null present genotypes statistically furthermore smoking strongest gstm null genotype receiving alphatocopherol supplementation whereas receiving alphatocopherol modification gstm smoking duration risk betacarotene supplementation modify relationship gstm smoking risk conclusion gstm risk smokers confer susceptibility cumulative tobacco exposure attenuated alphatocopherol betacarotene supplementation distribution antioxidants casecontrol cohort intervals finland genotype glutathione transferase logistic models multivariate odds polymerase chain reaction risk sampling smoking vitamin e beta carotene antioxidants beta carotene vitamin e glutathione transferase,1
12407,135355,Archives of family medicine,10664641,kaiser permanente telehome health research project home health department sacramento calif facility large health maintenance organization newly referred diagnosed congestive heart failure chronic obstructive pulmonary cerebral vascular accident diabetes anxiety need wound care eligible random assignment intervention groups intervention groups routine home health care home visits telephone contact intervention group access remote video system allowed nurses interact real video system peripheral equipment assessing cardiopulmonary remote video technology home health care setting shown capable maintaining care potential cost savings seemed pleased equipment ability access home health care provider remote technology potential cost savings substitute inperson visits improve access home health care staff caregivers technology thus asset providers differences indicators satisfaction seen although average direct cost home health services intervention group group costs care excluding home health care costs intervention group group indicators medication compliance knowledge ability selfcare extent services degree satisfaction part scale direct indirect costs remote video technology acuity referrals home health care escalating exponentially referrals continue increase health care organizations encouraged find methods providing highquality care cost savings remote video technology home health care setting satisfaction cost savings technology quasiexperimental october california costs cost health maintenance organizations health services accessibility home care services satisfaction telemedicine television,1
12508,136426,Annals of internal medicine,15520425,education colon screening video mailed physical examination scheduled upcoming physical examination personal history eligible lowerendoscopy screening according current guidelines care sample studied consisted primarily middleclass white persons high screening generalizable populations period health insurance coverage lowerendoscopy procedures public media attention colon screening screening intervention groups regression modeling intervention participants nonsignificantly likely sigmoidoscopy alone combination another test odds intervention viewing least half video receiving sigmoidoscopy another test odds recruitment records least people coming periodic health assessments currently screened lowerendoscopy procedure therefore eligible month followup telephone assessments dependent variable classified screening since sigmoidoscopy tests another test test combination tests participants randomly assigned receive usual care video importance detection screening options mailed video screening modestly improved sigmoidoscopy screening care practices care practices central massachusetts test educational video mailed homes physical examination performance screening particularly sigmoidoscopy screening underused care clinicians challenged provide education within constraints busy practices mass screening education topic sigmoidoscopy videotape recording,1
